,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,IsReturn,TransactionType,TotalAmount,Year,Month,Day,Hour,Weekday
2322,536635,22112,CHOCOLATE HOT WATER BOTTLE,12,2010-12-02 11:22:00,4.95,15955,United Kingdom,False,Sale,59.400000000000006,2010,12,2,11,3
2323,536636,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,36,2010-12-02 11:23:00,2.95,15070,United Kingdom,False,Sale,106.2,2010,12,2,11,3
2324,536637,22198,LARGE POPCORN HOLDER ,2,2010-12-02 11:35:00,1.65,18041,United Kingdom,False,Sale,3.3,2010,12,2,11,3
2325,536637,22130,PARTY CONE CHRISTMAS DECORATION ,12,2010-12-02 11:35:00,0.85,18041,United Kingdom,False,Sale,10.2,2010,12,2,11,3
2326,536637,79191C,RETRO PLASTIC ELEPHANT TRAY,1,2010-12-02 11:35:00,0.85,18041,United Kingdom,False,Sale,0.85,2010,12,2,11,3
2327,536637,20733,GOLD MINI TAPE MEASURE ,1,2010-12-02 11:35:00,0.85,18041,United Kingdom,False,Sale,0.85,2010,12,2,11,3
2328,536637,22867,HAND WARMER BIRD DESIGN,1,2010-12-02 11:35:00,2.1,18041,United Kingdom,False,Sale,2.1,2010,12,2,11,3
2329,536637,22633,HAND WARMER UNION JACK,2,2010-12-02 11:35:00,2.1,18041,United Kingdom,False,Sale,4.2,2010,12,2,11,3
2330,536637,47471,RAINBOW PEGS PHOTO CLIP STRING,1,2010-12-02 11:35:00,0.65,18041,United Kingdom,False,Sale,0.65,2010,12,2,11,3
2331,536637,85231B,CINAMMON SET OF 9 T-LIGHTS,1,2010-12-02 11:35:00,0.85,18041,United Kingdom,False,Sale,0.85,2010,12,2,11,3
2332,536637,85231G,ORANGE SCENTED SET/9 T-LIGHTS,1,2010-12-02 11:35:00,0.85,18041,United Kingdom,False,Sale,0.85,2010,12,2,11,3
2333,536637,21212,PACK OF 72 RETROSPOT CAKE CASES,1,2010-12-02 11:35:00,0.55,18041,United Kingdom,False,Sale,0.55,2010,12,2,11,3
2334,536637,22633,HAND WARMER UNION JACK,1,2010-12-02 11:35:00,2.1,18041,United Kingdom,False,Sale,2.1,2010,12,2,11,3
2335,536637,16046,TEATIME PEN CASE & PENS,1,2010-12-02 11:35:00,0.85,18041,United Kingdom,False,Sale,0.85,2010,12,2,11,3
2336,536637,22654,DELUXE SEWING KIT ,1,2010-12-02 11:35:00,5.95,18041,United Kingdom,False,Sale,5.95,2010,12,2,11,3
2337,536637,22652,TRAVEL SEWING KIT,1,2010-12-02 11:35:00,1.65,18041,United Kingdom,False,Sale,1.65,2010,12,2,11,3
2338,536637,22653,BUTTON BOX ,2,2010-12-02 11:35:00,1.95,18041,United Kingdom,False,Sale,3.9,2010,12,2,11,3
2339,536637,21914,BLUE HARMONICA IN BOX ,1,2010-12-02 11:35:00,1.25,18041,United Kingdom,False,Sale,1.25,2010,12,2,11,3
2340,536637,22961,JAM MAKING SET PRINTED,2,2010-12-02 11:35:00,1.45,18041,United Kingdom,False,Sale,2.9,2010,12,2,11,3
2341,536637,22616,PACK OF 12 LONDON TISSUES ,12,2010-12-02 11:35:00,0.29,18041,United Kingdom,False,Sale,3.4799999999999995,2010,12,2,11,3
2342,536637,85135B,BLUE DRAGONFLY HELICOPTER,1,2010-12-02 11:35:00,7.95,18041,United Kingdom,False,Sale,7.95,2010,12,2,11,3
2343,536637,22197,SMALL POPCORN HOLDER,1,2010-12-02 11:35:00,0.85,18041,United Kingdom,False,Sale,0.85,2010,12,2,11,3
2344,536637,22960,JAM MAKING SET WITH JARS,2,2010-12-02 11:35:00,4.25,18041,United Kingdom,False,Sale,8.5,2010,12,2,11,3
2345,536637,22696,WICKER WREATH LARGE,1,2010-12-02 11:35:00,1.95,18041,United Kingdom,False,Sale,1.95,2010,12,2,11,3
2346,536637,22196,SMALL HEART MEASURING SPOONS,2,2010-12-02 11:35:00,0.85,18041,United Kingdom,False,Sale,1.7,2010,12,2,11,3
2347,536637,22768,FAMILY PHOTO FRAME CORNICE,2,2010-12-02 11:35:00,9.95,18041,United Kingdom,False,Sale,19.9,2010,12,2,11,3
2348,536637,48138,DOORMAT UNION FLAG,1,2010-12-02 11:35:00,7.95,18041,United Kingdom,False,Sale,7.95,2010,12,2,11,3
2349,536637,22866,HAND WARMER SCOTTY DOG DESIGN,1,2010-12-02 11:35:00,2.1,18041,United Kingdom,False,Sale,2.1,2010,12,2,11,3
2350,536637,22945,CHRISTMAS METAL TAGS ASSORTED ,6,2010-12-02 11:35:00,0.85,18041,United Kingdom,False,Sale,5.1,2010,12,2,11,3
2351,536637,22731,3D CHRISTMAS STAMPS STICKERS ,4,2010-12-02 11:35:00,1.25,18041,United Kingdom,False,Sale,5.0,2010,12,2,11,3
2352,536637,22945,CHRISTMAS METAL TAGS ASSORTED ,12,2010-12-02 11:35:00,0.85,18041,United Kingdom,False,Sale,10.2,2010,12,2,11,3
2353,536637,21154,RED RETROSPOT OVEN GLOVE ,1,2010-12-02 11:35:00,1.25,18041,United Kingdom,False,Sale,1.25,2010,12,2,11,3
2354,536637,22911,PAPER CHAIN KIT LONDON,1,2010-12-02 11:35:00,2.95,18041,United Kingdom,False,Sale,2.95,2010,12,2,11,3
2355,536637,22755,SMALL PURPLE BABUSHKA NOTEBOOK ,1,2010-12-02 11:35:00,0.85,18041,United Kingdom,False,Sale,0.85,2010,12,2,11,3
2356,536637,22195,LARGE HEART MEASURING SPOONS,1,2010-12-02 11:35:00,1.65,18041,United Kingdom,False,Sale,1.65,2010,12,2,11,3
2357,536637,21154,RED RETROSPOT OVEN GLOVE ,2,2010-12-02 11:35:00,1.25,18041,United Kingdom,False,Sale,2.5,2010,12,2,11,3
2358,536637,21328,BALLOONS  WRITING SET ,1,2010-12-02 11:35:00,1.65,18041,United Kingdom,False,Sale,1.65,2010,12,2,11,3
2359,536637,85114C,RED ENCHANTED FOREST PLACEMAT,8,2010-12-02 11:35:00,1.65,18041,United Kingdom,False,Sale,13.2,2010,12,2,11,3
2360,536637,21326,AGED GLASS SILVER T-LIGHT HOLDER,24,2010-12-02 11:35:00,0.65,18041,United Kingdom,False,Sale,15.6,2010,12,2,11,3
2361,536637,22796,PHOTO FRAME 3 CLASSIC HANGING,2,2010-12-02 11:35:00,9.95,18041,United Kingdom,False,Sale,19.9,2010,12,2,11,3
2362,536637,22130,PARTY CONE CHRISTMAS DECORATION ,6,2010-12-02 11:35:00,0.85,18041,United Kingdom,False,Sale,5.1,2010,12,2,11,3
2363,536637,22733,3D TRADITIONAL CHRISTMAS STICKERS,4,2010-12-02 11:35:00,1.25,18041,United Kingdom,False,Sale,5.0,2010,12,2,11,3
2364,536637,22560,TRADITIONAL MODELLING CLAY,3,2010-12-02 11:35:00,1.25,18041,United Kingdom,False,Sale,3.75,2010,12,2,11,3
2365,536637,22491,PACK OF 12 COLOURED PENCILS,3,2010-12-02 11:35:00,0.85,18041,United Kingdom,False,Sale,2.55,2010,12,2,11,3
2366,536637,22489,PACK OF 12 TRADITIONAL CRAYONS,3,2010-12-02 11:35:00,0.42,18041,United Kingdom,False,Sale,1.26,2010,12,2,11,3
2367,536637,72818,CHRISTMAS DECOUPAGE CANDLE,1,2010-12-02 11:35:00,0.85,18041,United Kingdom,False,Sale,0.85,2010,12,2,11,3
2368,536637,20878,SET/9 CHRISTMAS T-LIGHTS SCENTED ,1,2010-12-02 11:35:00,1.25,18041,United Kingdom,False,Sale,1.25,2010,12,2,11,3
2369,536637,22920,HERB MARKER BASIL,1,2010-12-02 11:35:00,0.65,18041,United Kingdom,False,Sale,0.65,2010,12,2,11,3
2370,536637,22917,HERB MARKER ROSEMARY,1,2010-12-02 11:35:00,0.65,18041,United Kingdom,False,Sale,0.65,2010,12,2,11,3
2371,536637,22919,HERB MARKER MINT,2,2010-12-02 11:35:00,0.65,18041,United Kingdom,False,Sale,1.3,2010,12,2,11,3
2372,536637,22918,HERB MARKER PARSLEY,2,2010-12-02 11:35:00,0.65,18041,United Kingdom,False,Sale,1.3,2010,12,2,11,3
2373,536637,22916,HERB MARKER THYME,2,2010-12-02 11:35:00,0.65,18041,United Kingdom,False,Sale,1.3,2010,12,2,11,3
2374,536637,22921,HERB MARKER CHIVES ,2,2010-12-02 11:35:00,0.65,18041,United Kingdom,False,Sale,1.3,2010,12,2,11,3
2375,536637,84692,BOX OF 24 COCKTAIL PARASOLS,1,2010-12-02 11:35:00,0.42,18041,United Kingdom,False,Sale,0.42,2010,12,2,11,3
2376,536637,22659,LUNCH BOX I LOVE LONDON,1,2010-12-02 11:35:00,1.95,18041,United Kingdom,False,Sale,1.95,2010,12,2,11,3
2377,536637,22315,200 RED + WHITE BENDY STRAWS,1,2010-12-02 11:35:00,1.25,18041,United Kingdom,False,Sale,1.25,2010,12,2,11,3
2378,536637,22559,SEASIDE FLYING DISC,1,2010-12-02 11:35:00,1.25,18041,United Kingdom,False,Sale,1.25,2010,12,2,11,3
2379,536637,22896,PEG BAG APPLES DESIGN,1,2010-12-02 11:35:00,2.55,18041,United Kingdom,False,Sale,2.55,2010,12,2,11,3
2380,536637,20967,GREY FLORAL FELTCRAFT SHOULDER BAG,1,2010-12-02 11:35:00,3.75,18041,United Kingdom,False,Sale,3.75,2010,12,2,11,3
2381,536637,21098,CHRISTMAS TOILET ROLL,1,2010-12-02 11:35:00,1.25,18041,United Kingdom,False,Sale,1.25,2010,12,2,11,3
2382,536637,22568,FELTCRAFT CUSHION OWL,1,2010-12-02 11:35:00,3.75,18041,United Kingdom,False,Sale,3.75,2010,12,2,11,3
2383,536638,20992,JAZZ HEARTS PURSE NOTEBOOK,12,2010-12-02 11:41:00,0.85,16244,United Kingdom,False,Sale,10.2,2010,12,2,11,3
2384,536638,51014A,"FEATHER PEN,HOT PINK",12,2010-12-02 11:41:00,0.85,16244,United Kingdom,False,Sale,10.2,2010,12,2,11,3
2385,536638,22113,GREY HEART HOT WATER BOTTLE,4,2010-12-02 11:41:00,3.75,16244,United Kingdom,False,Sale,15.0,2010,12,2,11,3
2386,536638,22111,SCOTTIE DOG HOT WATER BOTTLE,3,2010-12-02 11:41:00,4.95,16244,United Kingdom,False,Sale,14.85,2010,12,2,11,3
2387,536638,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,6,2010-12-02 11:41:00,2.95,16244,United Kingdom,False,Sale,17.700000000000003,2010,12,2,11,3
2388,536638,84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE ,3,2010-12-02 11:41:00,4.65,16244,United Kingdom,False,Sale,13.95,2010,12,2,11,3
2389,536638,84031A,CHARLIE+LOLA RED HOT WATER BOTTLE ,3,2010-12-02 11:41:00,4.65,16244,United Kingdom,False,Sale,13.95,2010,12,2,11,3
2390,536638,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,4,2010-12-02 11:41:00,3.75,16244,United Kingdom,False,Sale,15.0,2010,12,2,11,3
2391,536638,21429,RED GINGHAM ROSE JEWELLERY BOX,8,2010-12-02 11:41:00,1.65,16244,United Kingdom,False,Sale,13.2,2010,12,2,11,3
2392,536638,21313,GLASS HEART T-LIGHT HOLDER ,12,2010-12-02 11:41:00,0.85,16244,United Kingdom,False,Sale,10.2,2010,12,2,11,3
2393,536638,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,9,2010-12-02 11:41:00,2.55,16244,United Kingdom,False,Sale,22.95,2010,12,2,11,3
2394,536638,47599B,BLUE PARTY BAGS ,6,2010-12-02 11:41:00,2.1,16244,United Kingdom,False,Sale,12.6,2010,12,2,11,3
2395,536638,47566B,TEA TIME PARTY BUNTING,5,2010-12-02 11:41:00,4.65,16244,United Kingdom,False,Sale,23.25,2010,12,2,11,3
2396,536638,22499,WOODEN UNION JACK BUNTING,3,2010-12-02 11:41:00,5.95,16244,United Kingdom,False,Sale,17.85,2010,12,2,11,3
2397,536638,22090,PAPER BUNTING RETROSPOT,6,2010-12-02 11:41:00,2.95,16244,United Kingdom,False,Sale,17.700000000000003,2010,12,2,11,3
2398,536638,22071,SMALL WHITE RETROSPOT MUG IN BOX ,6,2010-12-02 11:41:00,3.75,16244,United Kingdom,False,Sale,22.5,2010,12,2,11,3
2399,536638,22070,SMALL RED RETROSPOT MUG IN BOX ,6,2010-12-02 11:41:00,3.75,16244,United Kingdom,False,Sale,22.5,2010,12,2,11,3
2400,536638,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",4,2010-12-02 11:41:00,4.95,16244,United Kingdom,False,Sale,19.8,2010,12,2,11,3
2401,536638,22637,PIGGY BANK RETROSPOT ,6,2010-12-02 11:41:00,2.55,16244,United Kingdom,False,Sale,15.3,2010,12,2,11,3
2402,536638,20983,12 PENCILS TALL TUBE RED RETROSPOT,12,2010-12-02 11:41:00,0.85,16244,United Kingdom,False,Sale,10.2,2010,12,2,11,3
2403,536638,20975,12 PENCILS SMALL TUBE RED RETROSPOT,24,2010-12-02 11:41:00,0.65,16244,United Kingdom,False,Sale,15.6,2010,12,2,11,3
2404,536638,20750,RED RETROSPOT MINI CASES,2,2010-12-02 11:41:00,7.95,16244,United Kingdom,False,Sale,15.9,2010,12,2,11,3
2405,536638,21041,RED RETROSPOT OVEN GLOVE DOUBLE,6,2010-12-02 11:41:00,2.95,16244,United Kingdom,False,Sale,17.700000000000003,2010,12,2,11,3
2406,536638,21537,RED RETROSPOT PUDDING BOWL,4,2010-12-02 11:41:00,4.25,16244,United Kingdom,False,Sale,17.0,2010,12,2,11,3
2407,536638,21533,RETROSPOT LARGE MILK JUG,3,2010-12-02 11:41:00,4.95,16244,United Kingdom,False,Sale,14.85,2010,12,2,11,3
2408,536638,21527,RED RETROSPOT TRADITIONAL TEAPOT ,2,2010-12-02 11:41:00,7.95,16244,United Kingdom,False,Sale,15.9,2010,12,2,11,3
2409,536638,21538,DAIRY MAID  PUDDING BOWL,4,2010-12-02 11:41:00,3.75,16244,United Kingdom,False,Sale,15.0,2010,12,2,11,3
2410,536638,85216,ASSORTED CAKES FRIDGE MAGNETS,12,2010-12-02 11:41:00,0.65,16244,United Kingdom,False,Sale,7.800000000000001,2010,12,2,11,3
2411,536638,84992,72 SWEETHEART FAIRY CAKE CASES,24,2010-12-02 11:41:00,0.55,16244,United Kingdom,False,Sale,13.2,2010,12,2,11,3
2412,536638,84991,60 TEATIME FAIRY CAKE CASES,24,2010-12-02 11:41:00,0.55,16244,United Kingdom,False,Sale,13.2,2010,12,2,11,3
2413,536638,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,6,2010-12-02 11:41:00,2.55,16244,United Kingdom,False,Sale,15.3,2010,12,2,11,3
2414,536638,84509A,SET OF 4 ENGLISH ROSE PLACEMATS,4,2010-12-02 11:41:00,3.75,16244,United Kingdom,False,Sale,15.0,2010,12,2,11,3
2415,536638,84510A,SET OF 4 ENGLISH ROSE COASTERS,10,2010-12-02 11:41:00,1.25,16244,United Kingdom,False,Sale,12.5,2010,12,2,11,3
2416,536638,22131,FOOD CONTAINER SET 3 LOVE HEART ,6,2010-12-02 11:41:00,1.95,16244,United Kingdom,False,Sale,11.7,2010,12,2,11,3
2417,536638,21163,DO NOT TOUCH MY STUFF DOOR HANGER ,12,2010-12-02 11:41:00,1.45,16244,United Kingdom,False,Sale,17.4,2010,12,2,11,3
2418,536638,21158,MOODY GIRL DOOR HANGER ,12,2010-12-02 11:41:00,1.45,16244,United Kingdom,False,Sale,17.4,2010,12,2,11,3
2419,536638,21161,KEEP OUT BOYS DOOR HANGER ,12,2010-12-02 11:41:00,1.45,16244,United Kingdom,False,Sale,17.4,2010,12,2,11,3
2420,536638,21159,MOODY BOY  DOOR HANGER ,12,2010-12-02 11:41:00,1.45,16244,United Kingdom,False,Sale,17.4,2010,12,2,11,3
2421,536638,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,12,2010-12-02 11:41:00,0.95,16244,United Kingdom,False,Sale,11.4,2010,12,2,11,3
2422,536638,72741,GRAND CHOCOLATECANDLE,18,2010-12-02 11:41:00,1.45,16244,United Kingdom,False,Sale,26.1,2010,12,2,11,3
2423,536638,22502,PICNIC BASKET WICKER SMALL,4,2010-12-02 11:41:00,5.95,16244,United Kingdom,False,Sale,23.8,2010,12,2,11,3
2424,536638,22469,HEART OF WICKER SMALL,12,2010-12-02 11:41:00,1.65,16244,United Kingdom,False,Sale,19.8,2010,12,2,11,3
2425,536638,22212,FOUR HOOK  WHITE LOVEBIRDS,6,2010-12-02 11:41:00,2.1,16244,United Kingdom,False,Sale,12.6,2010,12,2,11,3
2426,536638,84406B,CREAM CUPID HEARTS COAT HANGER,8,2010-12-02 11:41:00,3.25,16244,United Kingdom,False,Sale,26.0,2010,12,2,11,3
2427,536638,22188,BLACK HEART CARD HOLDER,4,2010-12-02 11:41:00,3.95,16244,United Kingdom,False,Sale,15.8,2010,12,2,11,3
2428,536638,84971S,SMALL HEART FLOWERS HOOK ,24,2010-12-02 11:41:00,0.85,16244,United Kingdom,False,Sale,20.4,2010,12,2,11,3
2429,536638,21390,FILIGRIS HEART WITH BUTTERFLY,24,2010-12-02 11:41:00,1.25,16244,United Kingdom,False,Sale,30.0,2010,12,2,11,3
2430,536638,84836,ZINC METAL HEART DECORATION,12,2010-12-02 11:41:00,1.25,16244,United Kingdom,False,Sale,15.0,2010,12,2,11,3
2431,536638,22297,HEART IVORY TRELLIS SMALL,24,2010-12-02 11:41:00,1.25,16244,United Kingdom,False,Sale,30.0,2010,12,2,11,3
2432,536638,22335,HEART DECORATION PAINTED ZINC ,24,2010-12-02 11:41:00,0.65,16244,United Kingdom,False,Sale,15.6,2010,12,2,11,3
2433,536638,22285,"DECORATION HEN ON NEST, HANGING",12,2010-12-02 11:41:00,1.65,16244,United Kingdom,False,Sale,19.8,2010,12,2,11,3
2434,536638,22284,HEN HOUSE DECORATION,12,2010-12-02 11:41:00,1.65,16244,United Kingdom,False,Sale,19.8,2010,12,2,11,3
2435,536638,21383,PACK OF 12 STICKY BUNNIES,12,2010-12-02 11:41:00,0.65,16244,United Kingdom,False,Sale,7.800000000000001,2010,12,2,11,3
2436,536638,21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,12,2010-12-02 11:41:00,1.69,16244,United Kingdom,False,Sale,20.28,2010,12,2,11,3
2437,536638,21380,WOODEN HAPPY BIRTHDAY GARLAND,6,2010-12-02 11:41:00,2.95,16244,United Kingdom,False,Sale,17.700000000000003,2010,12,2,11,3
2438,536638,47590B,PINK HAPPY BIRTHDAY BUNTING,3,2010-12-02 11:41:00,5.45,16244,United Kingdom,False,Sale,16.35,2010,12,2,11,3
2439,536638,47590A,BLUE HAPPY BIRTHDAY BUNTING,3,2010-12-02 11:41:00,5.45,16244,United Kingdom,False,Sale,16.35,2010,12,2,11,3
2440,536638,22210,WOOD STAMP SET BEST WISHES,12,2010-12-02 11:41:00,1.65,16244,United Kingdom,False,Sale,19.8,2010,12,2,11,3
2441,536638,22209,WOOD STAMP SET HAPPY BIRTHDAY,12,2010-12-02 11:41:00,1.65,16244,United Kingdom,False,Sale,19.8,2010,12,2,11,3
2442,536638,22208,WOOD STAMP SET THANK YOU,12,2010-12-02 11:41:00,1.65,16244,United Kingdom,False,Sale,19.8,2010,12,2,11,3
2443,536638,22318,FIVE HEART HANGING DECORATION,6,2010-12-02 11:41:00,2.95,16244,United Kingdom,False,Sale,17.700000000000003,2010,12,2,11,3
2444,536638,20974,12 PENCILS SMALL TUBE SKULL,24,2010-12-02 11:41:00,0.65,16244,United Kingdom,False,Sale,15.6,2010,12,2,11,3
2445,536638,20982,12 PENCILS TALL TUBE SKULLS,12,2010-12-02 11:41:00,0.85,16244,United Kingdom,False,Sale,10.2,2010,12,2,11,3
2446,536639,22632,HAND WARMER RED RETROSPOT,12,2010-12-02 11:45:00,2.1,15111,United Kingdom,False,Sale,25.200000000000003,2010,12,2,11,3
2447,536639,21872,GLAMOROUS  MUG,12,2010-12-02 11:45:00,1.25,15111,United Kingdom,False,Sale,15.0,2010,12,2,11,3
2448,536639,48111,DOORMAT 3 SMILEY CATS,2,2010-12-02 11:45:00,7.95,15111,United Kingdom,False,Sale,15.9,2010,12,2,11,3
2449,536639,21888,BINGO SET,4,2010-12-02 11:45:00,3.75,15111,United Kingdom,False,Sale,15.0,2010,12,2,11,3
2450,536639,22867,HAND WARMER BIRD DESIGN,12,2010-12-02 11:45:00,2.1,15111,United Kingdom,False,Sale,25.200000000000003,2010,12,2,11,3
2451,536639,22866,HAND WARMER SCOTTY DOG DESIGN,12,2010-12-02 11:45:00,2.1,15111,United Kingdom,False,Sale,25.200000000000003,2010,12,2,11,3
2452,536639,22865,HAND WARMER OWL DESIGN,12,2010-12-02 11:45:00,2.1,15111,United Kingdom,False,Sale,25.200000000000003,2010,12,2,11,3
2453,536639,22112,CHOCOLATE HOT WATER BOTTLE,3,2010-12-02 11:45:00,4.95,15111,United Kingdom,False,Sale,14.85,2010,12,2,11,3
2454,536639,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,2010-12-02 11:45:00,3.75,15111,United Kingdom,False,Sale,15.0,2010,12,2,11,3
2455,536639,22637,PIGGY BANK RETROSPOT ,6,2010-12-02 11:45:00,2.55,15111,United Kingdom,False,Sale,15.3,2010,12,2,11,3
2456,536639,22090,PAPER BUNTING RETROSPOT,6,2010-12-02 11:45:00,2.95,15111,United Kingdom,False,Sale,17.700000000000003,2010,12,2,11,3
2457,536639,21042,RED RETROSPOT APRON ,3,2010-12-02 11:45:00,5.95,15111,United Kingdom,False,Sale,17.85,2010,12,2,11,3
2458,536639,22961,JAM MAKING SET PRINTED,12,2010-12-02 11:45:00,1.45,15111,United Kingdom,False,Sale,17.4,2010,12,2,11,3
2459,536639,22365,DOORMAT RESPECTABLE HOUSE,2,2010-12-02 11:45:00,7.95,15111,United Kingdom,False,Sale,15.9,2010,12,2,11,3
2460,536639,48138,DOORMAT UNION FLAG,2,2010-12-02 11:45:00,7.95,15111,United Kingdom,False,Sale,15.9,2010,12,2,11,3
2461,536639,22822,CREAM WALL PLANTER HEART SHAPED,2,2010-12-02 11:45:00,5.95,15111,United Kingdom,False,Sale,11.9,2010,12,2,11,3
2462,536641,22187,GREEN CHRISTMAS TREE CARD HOLDER,1,2010-12-02 11:46:00,4.25,12748,United Kingdom,False,Sale,4.25,2010,12,2,11,3
2463,C536642,21463,MIRRORED DISCO BALL ,-1,2010-12-02 11:56:00,5.95,14390,United Kingdom,True,Return,-5.95,2010,12,2,11,3
2464,536643,85136A,YELLOW SHARK HELICOPTER,1,2010-12-02 11:57:00,7.95,14390,United Kingdom,False,Sale,7.95,2010,12,2,11,3
2465,536643,85099B,JUMBO BAG RED RETROSPOT,2,2010-12-02 11:57:00,1.95,14390,United Kingdom,False,Sale,3.9,2010,12,2,11,3
2466,536643,22385,JUMBO BAG SPACEBOY DESIGN,4,2010-12-02 11:57:00,1.95,14390,United Kingdom,False,Sale,7.8,2010,12,2,11,3
2467,536643,21870,I CAN ONLY PLEASE ONE PERSON MUG,1,2010-12-02 11:57:00,1.25,14390,United Kingdom,False,Sale,1.25,2010,12,2,11,3
2468,536643,20723,STRAWBERRY CHARLOTTE BAG,1,2010-12-02 11:57:00,0.85,14390,United Kingdom,False,Sale,0.85,2010,12,2,11,3
2469,536643,20967,GREY FLORAL FELTCRAFT SHOULDER BAG,2,2010-12-02 11:57:00,3.75,14390,United Kingdom,False,Sale,7.5,2010,12,2,11,3
2470,536643,20969,RED FLORAL FELTCRAFT SHOULDER BAG,2,2010-12-02 11:57:00,3.75,14390,United Kingdom,False,Sale,7.5,2010,12,2,11,3
2471,536643,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,1,2010-12-02 11:57:00,3.75,14390,United Kingdom,False,Sale,3.75,2010,12,2,11,3
2472,536643,85099B,JUMBO BAG RED RETROSPOT,3,2010-12-02 11:57:00,1.95,14390,United Kingdom,False,Sale,5.85,2010,12,2,11,3
2473,536643,22418,10 COLOUR SPACEBOY PEN,2,2010-12-02 11:57:00,0.85,14390,United Kingdom,False,Sale,1.7,2010,12,2,11,3
2474,536643,22374,AIRLINE BAG VINTAGE JET SET RED,2,2010-12-02 11:57:00,4.25,14390,United Kingdom,False,Sale,8.5,2010,12,2,11,3
2475,536643,22372,AIRLINE BAG VINTAGE WORLD CHAMPION ,2,2010-12-02 11:57:00,4.25,14390,United Kingdom,False,Sale,8.5,2010,12,2,11,3
2476,536643,22375,AIRLINE BAG VINTAGE JET SET BROWN,2,2010-12-02 11:57:00,4.25,14390,United Kingdom,False,Sale,8.5,2010,12,2,11,3
2477,536643,22371,AIRLINE BAG VINTAGE TOKYO 78,1,2010-12-02 11:57:00,4.25,14390,United Kingdom,False,Sale,4.25,2010,12,2,11,3
2478,536643,22634,CHILDS BREAKFAST SET SPACEBOY ,2,2010-12-02 11:57:00,9.95,14390,United Kingdom,False,Sale,19.9,2010,12,2,11,3
2479,536643,22663,JUMBO BAG DOLLY GIRL DESIGN,2,2010-12-02 11:57:00,1.95,14390,United Kingdom,False,Sale,3.9,2010,12,2,11,3
2480,536643,22662,LUNCH BAG DOLLY GIRL DESIGN,2,2010-12-02 11:57:00,1.65,14390,United Kingdom,False,Sale,3.3,2010,12,2,11,3
2481,536643,22650,CERAMIC PIRATE CHEST MONEY BANK,4,2010-12-02 11:57:00,1.45,14390,United Kingdom,False,Sale,5.8,2010,12,2,11,3
2482,536643,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,5,2010-12-02 11:57:00,0.85,14390,United Kingdom,False,Sale,4.25,2010,12,2,11,3
2483,536643,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,6,2010-12-02 11:57:00,0.85,14390,United Kingdom,False,Sale,5.1,2010,12,2,11,3
2484,536643,21479,WHITE SKULL HOT WATER BOTTLE ,2,2010-12-02 11:57:00,3.75,14390,United Kingdom,False,Sale,7.5,2010,12,2,11,3
2485,536643,22112,CHOCOLATE HOT WATER BOTTLE,6,2010-12-02 11:57:00,4.95,14390,United Kingdom,False,Sale,29.700000000000003,2010,12,2,11,3
2486,536643,22110,BIRD HOUSE HOT WATER BOTTLE,4,2010-12-02 11:57:00,2.55,14390,United Kingdom,False,Sale,10.2,2010,12,2,11,3
2487,536643,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,3,2010-12-02 11:57:00,3.75,14390,United Kingdom,False,Sale,11.25,2010,12,2,11,3
2488,536643,84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,3,2010-12-02 11:57:00,3.75,14390,United Kingdom,False,Sale,11.25,2010,12,2,11,3
2489,536643,84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,2,2010-12-02 11:57:00,3.75,14390,United Kingdom,False,Sale,7.5,2010,12,2,11,3
2490,536643,84997D,PINK 3 PIECE POLKADOT CUTLERY SET,7,2010-12-02 11:57:00,3.75,14390,United Kingdom,False,Sale,26.25,2010,12,2,11,3
2491,536663,22867,HAND WARMER BIRD DESIGN,24,2010-12-02 12:07:00,2.1,16546,United Kingdom,False,Sale,50.400000000000006,2010,12,2,12,3
2492,536663,22633,HAND WARMER UNION JACK,24,2010-12-02 12:07:00,2.1,16546,United Kingdom,False,Sale,50.400000000000006,2010,12,2,12,3
2493,536663,22632,HAND WARMER RED RETROSPOT,24,2010-12-02 12:07:00,2.1,16546,United Kingdom,False,Sale,50.400000000000006,2010,12,2,12,3
2494,536663,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,40,2010-12-02 12:07:00,2.55,16546,United Kingdom,False,Sale,102.0,2010,12,2,12,3
2495,536663,22737,RIBBON REEL CHRISTMAS PRESENT ,20,2010-12-02 12:07:00,1.65,16546,United Kingdom,False,Sale,33.0,2010,12,2,12,3
